TimeStamp,,,,TimeStamp,,Specification,Value,Unit
14:20:47.853 -> Flow rate: 66.67 L/m,,,,20:47.9,->,Flow rate:,66.67,L/m
14:20:47.994 -> Flow rate: 66.67 L/m,,,,20:48.0,->,Flow rate:,66.67,L/m
14:20:48.088 -> Flow rate: 58.33 L/m,,,,20:48.1,->,Flow rate:,58.33,L/m
14:20:48.181 -> Flow rate: 66.67 L/m,,,,20:48.2,->,Flow rate:,66.67,L/m
14:20:48.276 -> Flow rate: 66.67 L/m,,,,20:48.3,->,Flow rate:,66.67,L/m
14:20:48.371 -> Flow rate: 58.33 L/m,,,,20:48.4,->,Flow rate:,58.33,L/m
14:20:48.466 -> Flow rate: 66.67 L/m,,,,20:48.5,->,Flow rate:,66.67,L/m
14:20:48.559 -> Flow rate: 58.33 L/m,,,,20:48.6,->,Flow rate:,58.33,L/m
14:20:48.653 -> Flow rate: 58.33 L/m,,,,20:48.7,->,Flow rate:,58.33,L/m
14:20:48.794 -> Flow rate: 66.67 L/m,,,,20:48.8,->,Flow rate:,66.67,L/m
14:20:48.887 -> Flow rate: 58.33 L/m,,,,20:48.9,->,Flow rate:,58.33,L/m
14:20:48.981 -> Flow rate: 66.67 L/m,,,,20:49.0,->,Flow rate:,66.67,L/m
14:20:49.075 -> Flow rate: 66.67 L/m,,,,20:49.1,->,Flow rate:,66.67,L/m
14:20:49.169 -> Flow rate: 66.67 L/m,,,,20:49.2,->,Flow rate:,66.67,L/m
14:20:49.263 -> Flow rate: 66.67 L/m,,,,20:49.3,->,Flow rate:,66.67,L/m
14:20:49.357 -> Flow rate: 58.33 L/m,,,,20:49.4,->,Flow rate:,58.33,L/m
14:20:49.452 -> Flow rate: 66.67 L/m,,,,20:49.5,->,Flow rate:,66.67,L/m
14:20:49.593 -> Flow rate: 58.33 L/m,,,,20:49.6,->,Flow rate:,58.33,L/m
14:20:49.689 -> Flow rate: 58.33 L/m,,,,20:49.7,->,Flow rate:,58.33,L/m
14:20:49.783 -> Flow rate: 58.33 L/m,,,,20:49.8,->,Flow rate:,58.33,L/m
14:20:49.877 -> Flow rate: 50.00 L/m,,,,20:49.9,->,Flow rate:,50,L/m
14:20:49.971 -> Flow rate: 50.00 L/m,,,,20:50.0,->,Flow rate:,50,L/m
14:20:50.064 -> Flow rate: 50.00 L/m,,,,20:50.1,->,Flow rate:,50,L/m
14:20:50.158 -> Flow rate: 58.33 L/m,,,,20:50.2,->,Flow rate:,58.33,L/m
14:20:50.254 -> Flow rate: 50.00 L/m,,,,20:50.3,->,Flow rate:,50,L/m
14:20:50.395 -> Flow rate: 58.33 L/m,,,,20:50.4,->,Flow rate:,58.33,L/m
14:20:50.490 -> Flow rate: 58.33 L/m,,,,20:50.5,->,Flow rate:,58.33,L/m
14:20:50.583 -> Flow rate: 58.33 L/m,,,,20:50.6,->,Flow rate:,58.33,L/m
14:20:50.693 -> Flow rate: 58.33 L/m,,,,20:50.7,->,Flow rate:,58.33,L/m
14:20:50.787 -> Flow rate: 58.33 L/m,,,,20:50.8,->,Flow rate:,58.33,L/m
14:20:50.880 -> Flow rate: 66.67 L/m,,,,20:50.9,->,Flow rate:,66.67,L/m
14:20:50.974 -> Flow rate: 58.33 L/m,,,,20:51.0,->,Flow rate:,58.33,L/m
14:20:51.068 -> Flow rate: 66.67 L/m,,,,20:51.1,->,Flow rate:,66.67,L/m
14:20:51.162 -> Flow rate: 66.67 L/m,,,,20:51.2,->,Flow rate:,66.67,L/m
14:20:51.257 -> Flow rate: 66.67 L/m,,,,20:51.3,->,Flow rate:,66.67,L/m
14:20:51.383 -> Flow rate: 58.33 L/m,,,,20:51.4,->,Flow rate:,58.33,L/m
14:20:51.476 -> Flow rate: 66.67 L/m,,,,20:51.5,->,Flow rate:,66.67,L/m
14:20:51.570 -> Flow rate: 58.33 L/m,,,,20:51.6,->,Flow rate:,58.33,L/m
14:20:51.664 -> Flow rate: 66.67 L/m,,,,20:51.7,->,Flow rate:,66.67,L/m
14:20:51.758 -> Flow rate: 58.33 L/m,,,,20:51.8,->,Flow rate:,58.33,L/m
14:20:51.852 -> Flow rate: 58.33 L/m,,,,20:51.9,->,Flow rate:,58.33,L/m
14:20:51.993 -> Flow rate: 66.67 L/m,,,,20:52.0,->,Flow rate:,66.67,L/m
14:20:52.086 -> Flow rate: 58.33 L/m,,,,20:52.1,->,Flow rate:,58.33,L/m
14:20:52.181 -> Flow rate: 66.67 L/m,,,,20:52.2,->,Flow rate:,66.67,L/m
14:20:52.276 -> Flow rate: 66.67 L/m,,,,20:52.3,->,Flow rate:,66.67,L/m
14:20:52.371 -> Flow rate: 66.67 L/m,,,,20:52.4,->,Flow rate:,66.67,L/m
14:20:52.466 -> Flow rate: 66.67 L/m,,,,20:52.5,->,Flow rate:,66.67,L/m
14:20:52.560 -> Flow rate: 66.67 L/m,,,,20:52.6,->,Flow rate:,66.67,L/m
14:20:52.638 -> Flow rate: 58.33 L/m,,,,20:52.6,->,Flow rate:,58.33,L/m
14:20:52.748 -> Flow rate: 66.67 L/m,,,,20:52.7,->,Flow rate:,66.67,L/m
14:20:52.904 -> Flow rate: 66.67 L/m,,,,20:52.9,->,Flow rate:,66.67,L/m
14:20:52.998 -> Flow rate: 58.33 L/m,,,,20:53.0,->,Flow rate:,58.33,L/m
14:20:53.045 -> Flow rate: 66.67 L/m,,,,20:53.0,->,Flow rate:,66.67,L/m
14:20:53.155 -> Flow rate: 66.67 L/m,,,,20:53.2,->,Flow rate:,66.67,L/m
14:20:53.281 -> Flow rate: 66.67 L/m,,,,20:53.3,->,Flow rate:,66.67,L/m
14:20:53.377 -> Flow rate: 58.33 L/m,,,,20:53.4,->,Flow rate:,58.33,L/m
14:20:53.473 -> Flow rate: 66.67 L/m,,,,20:53.5,->,Flow rate:,66.67,L/m
14:20:53.569 -> Flow rate: 66.67 L/m,,,,20:53.6,->,Flow rate:,66.67,L/m
14:20:53.694 -> Flow rate: 66.67 L/m,,,,20:53.7,->,Flow rate:,66.67,L/m
14:20:53.790 -> Flow rate: 75.00 L/m,,,,20:53.8,->,Flow rate:,75,L/m
14:20:53.886 -> Flow rate: 66.67 L/m,,,,20:53.9,->,Flow rate:,66.67,L/m
14:20:53.979 -> Flow rate: 66.67 L/m,,,,20:54.0,->,Flow rate:,66.67,L/m
14:20:54.073 -> Flow rate: 66.67 L/m,,,,20:54.1,->,Flow rate:,66.67,L/m
14:20:54.182 -> Flow rate: 66.67 L/m,,,,20:54.2,->,Flow rate:,66.67,L/m
14:20:54.276 -> Flow rate: 66.67 L/m,,,,20:54.3,->,Flow rate:,66.67,L/m
14:20:54.370 -> Flow rate: 66.67 L/m,,,,20:54.4,->,Flow rate:,66.67,L/m
14:20:54.464 -> Flow rate: 66.67 L/m,,,,20:54.5,->,Flow rate:,66.67,L/m
14:20:54.558 -> Flow rate: 75.00 L/m,,,,20:54.6,->,Flow rate:,75,L/m
14:20:54.652 -> Flow rate: 66.67 L/m,,,,20:54.7,->,Flow rate:,66.67,L/m
14:20:54.793 -> Flow rate: 66.67 L/m,,,,20:54.8,->,Flow rate:,66.67,L/m
14:20:54.887 -> Flow rate: 66.67 L/m,,,,20:54.9,->,Flow rate:,66.67,L/m
14:20:54.980 -> Flow rate: 66.67 L/m,,,,20:55.0,->,Flow rate:,66.67,L/m
14:20:55.074 -> Flow rate: 66.67 L/m,,,,20:55.1,->,Flow rate:,66.67,L/m
14:20:55.168 -> Flow rate: 66.67 L/m,,,,20:55.2,->,Flow rate:,66.67,L/m
14:20:55.262 -> Flow rate: 58.33 L/m,,,,20:55.3,->,Flow rate:,58.33,L/m
14:20:55.355 -> Flow rate: 66.67 L/m,,,,20:55.4,->,Flow rate:,66.67,L/m
14:20:55.496 -> Flow rate: 58.33 L/m,,,,20:55.5,->,Flow rate:,58.33,L/m
14:20:55.590 -> Flow rate: 58.33 L/m,,,,20:55.6,->,Flow rate:,58.33,L/m
14:20:55.684 -> Flow rate: 66.67 L/m,,,,20:55.7,->,Flow rate:,66.67,L/m
14:20:55.778 -> Flow rate: 58.33 L/m,,,,20:55.8,->,Flow rate:,58.33,L/m
14:20:55.871 -> Flow rate: 66.67 L/m,,,,20:55.9,->,Flow rate:,66.67,L/m
14:20:55.965 -> Flow rate: 66.67 L/m,,,,20:56.0,->,Flow rate:,66.67,L/m
14:20:56.059 -> Flow rate: 58.33 L/m,,,,20:56.1,->,Flow rate:,58.33,L/m
14:20:56.153 -> Flow rate: 66.67 L/m,,,,20:56.2,->,Flow rate:,66.67,L/m
14:20:56.293 -> Flow rate: 58.33 L/m,,,,20:56.3,->,Flow rate:,58.33,L/m
14:20:56.387 -> Flow rate: 66.67 L/m,,,,20:56.4,->,Flow rate:,66.67,L/m
14:20:56.497 -> Flow rate: 58.33 L/m,,,,20:56.5,->,Flow rate:,58.33,L/m
14:20:56.590 -> Flow rate: 58.33 L/m,,,,20:56.6,->,Flow rate:,58.33,L/m
14:20:56.684 -> Flow rate: 58.33 L/m,,,,20:56.7,->,Flow rate:,58.33,L/m
14:20:56.778 -> Flow rate: 58.33 L/m,,,,20:56.8,->,Flow rate:,58.33,L/m
14:20:56.872 -> Flow rate: 58.33 L/m,,,,20:56.9,->,Flow rate:,58.33,L/m
14:20:56.965 -> Flow rate: 66.67 L/m,,,,20:57.0,->,Flow rate:,66.67,L/m
14:20:57.059 -> Flow rate: 66.67 L/m,,,,20:57.1,->,Flow rate:,66.67,L/m
14:20:57.154 -> Flow rate: 66.67 L/m,,,,20:57.2,->,Flow rate:,66.67,L/m
14:20:57.263 -> Flow rate: 66.67 L/m,,,,20:57.3,->,Flow rate:,66.67,L/m
14:20:57.357 -> Flow rate: 66.67 L/m,,,,20:57.4,->,Flow rate:,66.67,L/m
14:20:57.498 -> Flow rate: 66.67 L/m,,,,20:57.5,->,Flow rate:,66.67,L/m
14:20:57.591 -> Flow rate: 66.67 L/m,,,,20:57.6,->,Flow rate:,66.67,L/m
14:20:57.686 -> Flow rate: 66.67 L/m,,,,20:57.7,->,Flow rate:,66.67,L/m
14:20:57.780 -> Flow rate: 66.67 L/m,,,,20:57.8,->,Flow rate:,66.67,L/m
14:20:57.874 -> Flow rate: 58.33 L/m,,,,20:57.9,->,Flow rate:,58.33,L/m
14:20:57.967 -> Flow rate: 66.67 L/m,,,,20:58.0,->,Flow rate:,66.67,L/m
14:20:58.061 -> Flow rate: 66.67 L/m,,,,20:58.1,->,Flow rate:,66.67,L/m
14:20:58.155 -> Flow rate: 58.33 L/m,,,,20:58.2,->,Flow rate:,58.33,L/m
14:20:58.295 -> Flow rate: 66.67 L/m,,,,20:58.3,->,Flow rate:,66.67,L/m
14:20:58.389 -> Flow rate: 66.67 L/m,,,,20:58.4,->,Flow rate:,66.67,L/m
14:20:58.486 -> Flow rate: 58.33 L/m,,,,20:58.5,->,Flow rate:,58.33,L/m
14:20:58.579 -> Flow rate: 66.67 L/m,,,,20:58.6,->,Flow rate:,66.67,L/m
14:20:58.672 -> Flow rate: 75.00 L/m,,,,20:58.7,->,Flow rate:,75,L/m
14:20:58.766 -> Flow rate: 66.67 L/m,,,,20:58.8,->,Flow rate:,66.67,L/m
14:20:58.875 -> Flow rate: 66.67 L/m,,,,20:58.9,->,Flow rate:,66.67,L/m
14:20:58.969 -> Flow rate: 66.67 L/m,,,,20:59.0,->,Flow rate:,66.67,L/m
14:20:59.079 -> Flow rate: 58.33 L/m,,,,20:59.1,->,Flow rate:,58.33,L/m
14:20:59.172 -> Flow rate: 66.67 L/m,,,,20:59.2,->,Flow rate:,66.67,L/m
14:20:59.266 -> Flow rate: 58.33 L/m,,,,20:59.3,->,Flow rate:,58.33,L/m
14:20:59.360 -> Flow rate: 58.33 L/m,,,,20:59.4,->,Flow rate:,58.33,L/m
14:20:59.453 -> Flow rate: 58.33 L/m,,,,20:59.5,->,Flow rate:,58.33,L/m
14:20:59.594 -> Flow rate: 58.33 L/m,,,,20:59.6,->,Flow rate:,58.33,L/m
14:20:59.689 -> Flow rate: 50.00 L/m,,,,20:59.7,->,Flow rate:,50,L/m
14:20:59.782 -> Flow rate: 50.00 L/m,,,,20:59.8,->,Flow rate:,50,L/m
14:20:59.892 -> Flow rate: 50.00 L/m,,,,20:59.9,->,Flow rate:,50,L/m
14:20:59.986 -> Flow rate: 58.33 L/m,,,,21:00.0,->,Flow rate:,58.33,L/m
14:21:00.080 -> Flow rate: 50.00 L/m,,,,21:00.1,->,Flow rate:,50,L/m
14:21:00.174 -> Flow rate: 58.33 L/m,,,,21:00.2,->,Flow rate:,58.33,L/m
14:21:00.267 -> Flow rate: 58.33 L/m,,,,21:00.3,->,Flow rate:,58.33,L/m
14:21:00.362 -> Flow rate: 58.33 L/m,,,,21:00.4,->,Flow rate:,58.33,L/m
14:21:00.455 -> Flow rate: 58.33 L/m,,,,21:00.5,->,Flow rate:,58.33,L/m
14:21:00.595 -> Flow rate: 50.00 L/m,,,,21:00.6,->,Flow rate:,50,L/m
14:21:00.689 -> Flow rate: 58.33 L/m,,,,21:00.7,->,Flow rate:,58.33,L/m
14:21:00.783 -> Flow rate: 58.33 L/m,,,,21:00.8,->,Flow rate:,58.33,L/m
14:21:00.877 -> Flow rate: 58.33 L/m,,,,21:00.9,->,Flow rate:,58.33,L/m
14:21:00.970 -> Flow rate: 66.67 L/m,,,,21:01.0,->,Flow rate:,66.67,L/m
14:21:01.064 -> Flow rate: 58.33 L/m,,,,21:01.1,->,Flow rate:,58.33,L/m
14:21:01.158 -> Flow rate: 66.67 L/m,,,,21:01.2,->,Flow rate:,66.67,L/m
14:21:01.299 -> Flow rate: 66.67 L/m,,,,21:01.3,->,Flow rate:,66.67,L/m
14:21:01.379 -> Flow rate: 66.67 L/m,,,,21:01.4,->,Flow rate:,66.67,L/m
14:21:01.459 -> Flow rate: 75.00 L/m,,,,21:01.5,->,Flow rate:,75,L/m
14:21:01.553 -> Flow rate: 66.67 L/m,,,,21:01.6,->,Flow rate:,66.67,L/m
14:21:01.693 -> Flow rate: 66.67 L/m,,,,21:01.7,->,Flow rate:,66.67,L/m
14:21:01.803 -> Flow rate: 66.67 L/m,,,,21:01.8,->,Flow rate:,66.67,L/m
14:21:01.896 -> Flow rate: 66.67 L/m,,,,21:01.9,->,Flow rate:,66.67,L/m
14:21:01.959 -> Flow rate: 66.67 L/m,,,,21:02.0,->,Flow rate:,66.67,L/m
14:21:02.068 -> Flow rate: 66.67 L/m,,,,21:02.1,->,Flow rate:,66.67,L/m
14:21:02.163 -> Flow rate: 66.67 L/m,,,,21:02.2,->,Flow rate:,66.67,L/m
14:21:02.258 -> Flow rate: 66.67 L/m,,,,21:02.3,->,Flow rate:,66.67,L/m
14:21:02.354 -> Flow rate: 66.67 L/m,,,,21:02.4,->,Flow rate:,66.67,L/m
14:21:02.448 -> Flow rate: 58.33 L/m,,,,21:02.4,->,Flow rate:,58.33,L/m
14:21:02.589 -> Flow rate: 66.67 L/m,,,,21:02.6,->,Flow rate:,66.67,L/m
14:21:02.683 -> Flow rate: 58.33 L/m,,,,21:02.7,->,Flow rate:,58.33,L/m
14:21:02.777 -> Flow rate: 58.33 L/m,,,,21:02.8,->,Flow rate:,58.33,L/m
14:21:02.871 -> Flow rate: 58.33 L/m,,,,21:02.9,->,Flow rate:,58.33,L/m
14:21:02.950 -> Flow rate: 58.33 L/m,,,,21:03.0,->,Flow rate:,58.33,L/m
14:21:03.091 -> Flow rate: 50.00 L/m,,,,21:03.1,->,Flow rate:,50,L/m
14:21:03.184 -> Flow rate: 58.33 L/m,,,,21:03.2,->,Flow rate:,58.33,L/m
14:21:03.294 -> Flow rate: 58.33 L/m,,,,21:03.3,->,Flow rate:,58.33,L/m
14:21:03.388 -> Flow rate: 58.33 L/m,,,,21:03.4,->,Flow rate:,58.33,L/m
14:21:03.485 -> Flow rate: 58.33 L/m,,,,21:03.5,->,Flow rate:,58.33,L/m
14:21:03.579 -> Flow rate: 58.33 L/m,,,,21:03.6,->,Flow rate:,58.33,L/m
14:21:03.673 -> Flow rate: 58.33 L/m,,,,21:03.7,->,Flow rate:,58.33,L/m
14:21:03.767 -> Flow rate: 50.00 L/m,,,,21:03.8,->,Flow rate:,50,L/m
14:21:03.860 -> Flow rate: 58.33 L/m,,,,21:03.9,->,Flow rate:,58.33,L/m
14:21:03.955 -> Flow rate: 50.00 L/m,,,,21:04.0,->,Flow rate:,50,L/m
14:21:04.095 -> Flow rate: 50.00 L/m,,,,21:04.1,->,Flow rate:,50,L/m
14:21:04.189 -> Flow rate: 50.00 L/m,,,,21:04.2,->,Flow rate:,50,L/m
14:21:04.283 -> Flow rate: 58.33 L/m,,,,21:04.3,->,Flow rate:,58.33,L/m
14:21:04.378 -> Flow rate: 58.33 L/m,,,,21:04.4,->,Flow rate:,58.33,L/m
14:21:04.472 -> Flow rate: 58.33 L/m,,,,21:04.5,->,Flow rate:,58.33,L/m
14:21:04.566 -> Flow rate: 66.67 L/m,,,,21:04.6,->,Flow rate:,66.67,L/m
14:21:04.660 -> Flow rate: 58.33 L/m,,,,21:04.7,->,Flow rate:,58.33,L/m
14:21:04.754 -> Flow rate: 58.33 L/m,,,,21:04.8,->,Flow rate:,58.33,L/m
14:21:04.895 -> Flow rate: 66.67 L/m,,,,21:04.9,->,Flow rate:,66.67,L/m
14:21:04.989 -> Flow rate: 66.67 L/m,,,,21:05.0,->,Flow rate:,66.67,L/m
14:21:05.082 -> Flow rate: 66.67 L/m,,,,21:05.1,->,Flow rate:,66.67,L/m
14:21:05.176 -> Flow rate: 66.67 L/m,,,,21:05.2,->,Flow rate:,66.67,L/m
14:21:05.270 -> Flow rate: 66.67 L/m,,,,21:05.3,->,Flow rate:,66.67,L/m
14:21:05.364 -> Flow rate: 58.33 L/m,,,,21:05.4,->,Flow rate:,58.33,L/m
14:21:05.490 -> Flow rate: 66.67 L/m,,,,21:05.5,->,Flow rate:,66.67,L/m
14:21:05.584 -> Flow rate: 58.33 L/m,,,,21:05.6,->,Flow rate:,58.33,L/m
14:21:05.677 -> Flow rate: 66.67 L/m,,,,21:05.7,->,Flow rate:,66.67,L/m
14:21:05.771 -> Flow rate: 58.33 L/m,,,,21:05.8,->,Flow rate:,58.33,L/m
14:21:05.865 -> Flow rate: 66.67 L/m,,,,21:05.9,->,Flow rate:,66.67,L/m
14:21:05.959 -> Flow rate: 58.33 L/m,,,,21:06.0,->,Flow rate:,58.33,L/m
14:21:06.053 -> Flow rate: 58.33 L/m,,,,21:06.1,->,Flow rate:,58.33,L/m
14:21:06.224 -> Flow rate: 58.33 L/m,,,,21:06.2,->,Flow rate:,58.33,L/m
14:21:06.271 -> Flow rate: 66.67 L/m,,,,21:06.3,->,Flow rate:,66.67,L/m
14:21:06.366 -> Flow rate: 58.33 L/m,,,,21:06.4,->,Flow rate:,58.33,L/m
14:21:06.460 -> Flow rate: 66.67 L/m,,,,21:06.5,->,Flow rate:,66.67,L/m
14:21:06.554 -> Flow rate: 66.67 L/m,,,,21:06.6,->,Flow rate:,66.67,L/m
14:21:06.647 -> Flow rate: 66.67 L/m,,,,21:06.6,->,Flow rate:,66.67,L/m
14:21:06.788 -> Flow rate: 66.67 L/m,,,,21:06.8,->,Flow rate:,66.67,L/m
14:21:06.882 -> Flow rate: 66.67 L/m,,,,21:06.9,->,Flow rate:,66.67,L/m
14:21:06.975 -> Flow rate: 66.67 L/m,,,,21:07.0,->,Flow rate:,66.67,L/m
14:21:07.069 -> Flow rate: 75.00 L/m,,,,21:07.1,->,Flow rate:,75,L/m
14:21:07.163 -> Flow rate: 66.67 L/m,,,,21:07.2,->,Flow rate:,66.67,L/m
14:21:07.272 -> Flow rate: 58.33 L/m,,,,21:07.3,->,Flow rate:,58.33,L/m
14:21:07.366 -> Flow rate: 75.00 L/m,,,,21:07.4,->,Flow rate:,75,L/m
14:21:07.460 -> Flow rate: 66.67 L/m,,,,21:07.5,->,Flow rate:,66.67,L/m
14:21:07.554 -> Flow rate: 66.67 L/m,,,,21:07.6,->,Flow rate:,66.67,L/m
14:21:07.694 -> Flow rate: 66.67 L/m,,,,21:07.7,->,Flow rate:,66.67,L/m
14:21:07.788 -> Flow rate: 66.67 L/m,,,,21:07.8,->,Flow rate:,66.67,L/m
14:21:07.882 -> Flow rate: 66.67 L/m,,,,21:07.9,->,Flow rate:,66.67,L/m
14:21:07.975 -> Flow rate: 66.67 L/m,,,,21:08.0,->,Flow rate:,66.67,L/m
14:21:08.070 -> Flow rate: 66.67 L/m,,,,21:08.1,->,Flow rate:,66.67,L/m
14:21:08.163 -> Flow rate: 66.67 L/m,,,,21:08.2,->,Flow rate:,66.67,L/m
14:21:08.273 -> Flow rate: 66.67 L/m,,,,21:08.3,->,Flow rate:,66.67,L/m
14:21:08.367 -> Flow rate: 58.33 L/m,,,,21:08.4,->,Flow rate:,58.33,L/m
14:21:08.460 -> Flow rate: 58.33 L/m,,,,21:08.5,->,Flow rate:,58.33,L/m
14:21:08.554 -> Flow rate: 58.33 L/m,,,,21:08.6,->,Flow rate:,58.33,L/m
14:21:08.648 -> Flow rate: 58.33 L/m,,,,21:08.6,->,Flow rate:,58.33,L/m
14:21:08.788 -> Flow rate: 58.33 L/m,,,,21:08.8,->,Flow rate:,58.33,L/m
14:21:08.913 -> Flow rate: 58.33 L/m,,,,21:08.9,->,Flow rate:,58.33,L/m
14:21:08.960 -> Flow rate: 58.33 L/m,,,,21:09.0,->,Flow rate:,58.33,L/m
14:21:09.070 -> Flow rate: 58.33 L/m,,,,21:09.1,->,Flow rate:,58.33,L/m
14:21:09.163 -> Flow rate: 58.33 L/m,,,,21:09.2,->,Flow rate:,58.33,L/m
14:21:09.288 -> Flow rate: 58.33 L/m,,,,21:09.3,->,Flow rate:,58.33,L/m
14:21:09.398 -> Flow rate: 58.33 L/m,,,,21:09.4,->,Flow rate:,58.33,L/m
14:21:09.492 -> Flow rate: 66.67 L/m,,,,21:09.5,->,Flow rate:,66.67,L/m
14:21:09.586 -> Flow rate: 66.67 L/m,,,,21:09.6,->,Flow rate:,66.67,L/m
14:21:09.680 -> Flow rate: 66.67 L/m,,,,21:09.7,->,Flow rate:,66.67,L/m
14:21:09.774 -> Flow rate: 66.67 L/m,,,,21:09.8,->,Flow rate:,66.67,L/m
14:21:09.867 -> Flow rate: 66.67 L/m,,,,21:09.9,->,Flow rate:,66.67,L/m
14:21:09.962 -> Flow rate: 66.67 L/m,,,,21:10.0,->,Flow rate:,66.67,L/m
14:21:10.055 -> Flow rate: 75.00 L/m,,,,21:10.1,->,Flow rate:,75,L/m
14:21:10.196 -> Flow rate: 58.33 L/m,,,,21:10.2,->,Flow rate:,58.33,L/m
14:21:10.290 -> Flow rate: 66.67 L/m,,,,21:10.3,->,Flow rate:,66.67,L/m
14:21:10.383 -> Flow rate: 75.00 L/m,,,,21:10.4,->,Flow rate:,75,L/m
14:21:10.477 -> Flow rate: 58.33 L/m,,,,21:10.5,->,Flow rate:,58.33,L/m
14:21:10.571 -> Flow rate: 66.67 L/m,,,,21:10.6,->,Flow rate:,66.67,L/m
14:21:10.665 -> Flow rate: 66.67 L/m,,,,21:10.7,->,Flow rate:,66.67,L/m
14:21:10.759 -> Flow rate: 75.00 L/m,,,,21:10.8,->,Flow rate:,75,L/m
14:21:10.884 -> Flow rate: 66.67 L/m,,,,21:10.9,->,Flow rate:,66.67,L/m
14:21:10.978 -> Flow rate: 66.67 L/m,,,,21:11.0,->,Flow rate:,66.67,L/m
14:21:11.071 -> Flow rate: 66.67 L/m,,,,21:11.1,->,Flow rate:,66.67,L/m
14:21:11.196 -> Flow rate: 66.67 L/m,,,,21:11.2,->,Flow rate:,66.67,L/m
14:21:11.259 -> Flow rate: 66.67 L/m,,,,21:11.3,->,Flow rate:,66.67,L/m
14:21:11.353 -> Flow rate: 75.00 L/m,,,,21:11.4,->,Flow rate:,75,L/m
14:21:11.493 -> Flow rate: 66.67 L/m,,,,21:11.5,->,Flow rate:,66.67,L/m
14:21:11.556 -> Flow rate: 66.67 L/m,,,,21:11.6,->,Flow rate:,66.67,L/m
14:21:11.696 -> Flow rate: 66.67 L/m,,,,21:11.7,->,Flow rate:,66.67,L/m
14:21:11.790 -> Flow rate: 58.33 L/m,,,,21:11.8,->,Flow rate:,58.33,L/m
14:21:11.868 -> Flow rate: 66.67 L/m,,,,21:11.9,->,Flow rate:,66.67,L/m
14:21:11.962 -> Flow rate: 66.67 L/m,,,,21:12.0,->,Flow rate:,66.67,L/m
14:21:12.056 -> Flow rate: 66.67 L/m,,,,21:12.1,->,Flow rate:,66.67,L/m
14:21:12.165 -> Flow rate: 66.67 L/m,,,,21:12.2,->,Flow rate:,66.67,L/m
14:21:12.259 -> Flow rate: 66.67 L/m,,,,21:12.3,->,Flow rate:,66.67,L/m
14:21:12.399 -> Flow rate: 66.67 L/m,,,,21:12.4,->,Flow rate:,66.67,L/m
14:21:12.493 -> Flow rate: 66.67 L/m,,,,21:12.5,->,Flow rate:,66.67,L/m
14:21:12.588 -> Flow rate: 66.67 L/m,,,,21:12.6,->,Flow rate:,66.67,L/m
14:21:12.682 -> Flow rate: 58.33 L/m,,,,21:12.7,->,Flow rate:,58.33,L/m
14:21:12.775 -> Flow rate: 66.67 L/m,,,,21:12.8,->,Flow rate:,66.67,L/m
14:21:12.869 -> Flow rate: 58.33 L/m,,,,21:12.9,->,Flow rate:,58.33,L/m
14:21:12.963 -> Flow rate: 66.67 L/m,,,,21:13.0,->,Flow rate:,66.67,L/m
14:21:13.057 -> Flow rate: 58.33 L/m,,,,21:13.1,->,Flow rate:,58.33,L/m
14:21:13.197 -> Flow rate: 50.00 L/m,,,,21:13.2,->,Flow rate:,50,L/m
14:21:13.291 -> Flow rate: 58.33 L/m,,,,21:13.3,->,Flow rate:,58.33,L/m
14:21:13.385 -> Flow rate: 58.33 L/m,,,,21:13.4,->,Flow rate:,58.33,L/m
14:21:13.481 -> Flow rate: 58.33 L/m,,,,21:13.5,->,Flow rate:,58.33,L/m
14:21:13.575 -> Flow rate: 58.33 L/m,,,,21:13.6,->,Flow rate:,58.33,L/m
14:21:13.669 -> Flow rate: 58.33 L/m,,,,21:13.7,->,Flow rate:,58.33,L/m
14:21:13.763 -> Flow rate: 58.33 L/m,,,,21:13.8,->,Flow rate:,58.33,L/m
14:21:13.857 -> Flow rate: 58.33 L/m,,,,21:13.9,->,Flow rate:,58.33,L/m
14:21:13.951 -> Flow rate: 58.33 L/m,,,,21:14.0,->,Flow rate:,58.33,L/m
14:21:14.076 -> Flow rate: 58.33 L/m,,,,21:14.1,->,Flow rate:,58.33,L/m
14:21:14.170 -> Flow rate: 58.33 L/m,,,,21:14.2,->,Flow rate:,58.33,L/m
14:21:14.263 -> Flow rate: 66.67 L/m,,,,21:14.3,->,Flow rate:,66.67,L/m
14:21:14.357 -> Flow rate: 66.67 L/m,,,,21:14.4,->,Flow rate:,66.67,L/m
14:21:14.498 -> Flow rate: 66.67 L/m,,,,21:14.5,->,Flow rate:,66.67,L/m
14:21:14.591 -> Flow rate: 66.67 L/m,,,,21:14.6,->,Flow rate:,66.67,L/m
14:21:14.685 -> Flow rate: 66.67 L/m,,,,21:14.7,->,Flow rate:,66.67,L/m
14:21:14.779 -> Flow rate: 66.67 L/m,,,,21:14.8,->,Flow rate:,66.67,L/m
14:21:14.874 -> Flow rate: 66.67 L/m,,,,21:14.9,->,Flow rate:,66.67,L/m
14:21:14.968 -> Flow rate: 66.67 L/m,,,,21:15.0,->,Flow rate:,66.67,L/m
14:21:15.061 -> Flow rate: 66.67 L/m,,,,21:15.1,->,Flow rate:,66.67,L/m
14:21:15.155 -> Flow rate: 66.67 L/m,,,,21:15.2,->,Flow rate:,66.67,L/m
